"ACARA SML ID","First year","Latest year","School name","State","Sector","ICSEA value","Total enrolments"
"40000","2008","2025","Corpus Christi Catholic School","TAS","Catholic","1060","413"
"40001","2008","2025","Fahan School","TAS","Independent","1154","419"
"40002","2008","2025","Geneva Christian College","TAS","Independent","1011","297"
"40003","2008","2025","Holy Rosary Catholic School","TAS","Catholic","977","374"
"40004","2008","2025","Immaculate Heart of Mary Catholic School","TAS","Catholic","1033","195"
"40005","2008","2025","John Calvin School","TAS","Independent","1051","112"
"40006","2008","2025","Larmenier Catholic School","TAS","Catholic","1004","198"
"40007","2008","2025","Launceston Church Grammar School","TAS","Independent","1094","723"
"40008","2008","2025","St James Catholic College","TAS","Catholic","889","218"
"40009","2008","2025","Our Lady of Lourdes Catholic School","TAS","Catholic","1014","385"
"40010","2008","2025","Our Lady of Mercy Catholic School","TAS","Catholic","987","73"
"40011","2008","2025","Sacred Heart Catholic School","TAS","Catholic","1003","246"
"40012","2008","2025","Sacred Heart Catholic School","TAS","Catholic","954","149"
"40014","2008","2025","St Anthony's Catholic School","TAS","Catholic","1026","180"
"40015","2008","2025","St Peter Chanel Catholic School","TAS","Catholic","889","125"
"40016","2008","2025","St Brigid's Catholic School","TAS","Catholic","969","187"
"40017","2008","2025","St Brigid's Catholic School","TAS","Catholic","983","187"
"40018","2008","2025","St Cuthbert's Catholic School","TAS","Catholic","1035","254"
"40019","2008","2025","St John's Catholic School","TAS","Catholic","1010","291"
"40020","2008","2025","St Joseph's Catholic School","TAS","Catholic","969","47"
"40021","2008","2025","St Joseph's Catholic School","TAS","Catholic","902","59"
"40022","2008","2025","St Mary's College","TAS","Catholic","1069","951"
"40023","2008","2025","St Patrick's Catholic School","TAS","Catholic","975","158"
"40024","2008","2025","St Therese's Catholic School","TAS","Catholic","1035","207"
"40025","2008","2025","Hilliard Christian School","TAS","Independent","1012","248"
"40026","2008","2025","Star of the Sea Catholic College","TAS","Catholic","939","181"
"40027","2008","2025","Stella Maris Catholic School","TAS","Catholic","1024","382"
"40028","2008","2025","The Friends' School","TAS","Independent","1149","1269"
"40029","2008","2025","The Hutchins School","TAS","Independent","1140","986"
"40030","2008","2025","The Cottage School","TAS","Independent","1113","77"
"40031","2008","2025","Launceston Christian School","TAS","Independent","1070","742"
"40032","2008","2025","Leighland Christian School","TAS","Independent","1011","636"
"40033","2008","2025","North West Christian School","TAS","Independent","985","123"
"40034","2008","2010","Lambert School","TAS","Independent","1011","25"
"40035","2008","2025","St Michael's Collegiate School","TAS","Independent","1125","636"
"40036","2008","2025","Scotch Oakburn College","TAS","Independent","1119","1164"
"40037","2008","2025","John Paul II Catholic School","TAS","Catholic","968","199"
"40038","2008","2025","The Launceston Preparatory School","TAS","Independent","1143","112"
"40039","2008","2025","Eastside Lutheran College","TAS","Independent","1003","253"
"40040","2008","2014","Lambert School","TAS","Independent","1051","63"
"40041","2008","2025","St Thomas More's Catholic School","TAS","Catholic","1033","315"
"40042","2008","2025","St Paul's Catholic School","TAS","Catholic","895","178"
"40043","2008","2025","Circular Head Christian School","TAS","Independent","903","265"
"40044","2008","2025","Southern Christian College","TAS","Independent","1059","312"
"40045","2008","2025","Brooks High School","TAS","Government","886","451"
"40046","2008","2025","Flinders Island District High School","TAS","Government","924","95"
"40047","2008","2025","Lilydale District School","TAS","Government","939","291"
"40048","2008","2025","Ravenswood Heights Primary School","TAS","Government","829","264"
"40049","2008","2025","Scottsdale High School","TAS","Government","908","260"
"40050","2008","2025","Parklands High School","TAS","Government","885","408"
"40051","2008","2025","Reece High School","TAS","Government","921","520"
"40052","2008","2025","Ulverstone Secondary College","TAS","Government","915","504"
"40053","2008","2025","Wynyard High School","TAS","Government","922","222"
"40054","2008","2025","Cosgrove High School","TAS","Government","867","313"
"40055","2008","2010","Bridgewater High School","TAS","Government","854","285"
"40056","2008","2025","Dover District School","TAS","Government","863","144"
"40057","2008","2025","Geeveston Primary School","TAS","Government","916","41"
"40058","2008","2025","Huonville High School","TAS","Government","901","281"
"40059","2008","2025","Bayview Secondary College","TAS","Government","873","357"
"40060","2008","2025","Bothwell District High School","TAS","Government","893","78"
"40061","2008","2025","Deloraine High School","TAS","Government","932","235"
"40062","2008","2025","Glenora District School","TAS","Government","890","203"
"40063","2008","2025","New Norfolk High School","TAS","Government","881","319"
"40064","2008","2025","Oatlands District High School","TAS","Government","914","198"
"40065","2008","2022","Ouse District School","TAS","Government","","10"
"40066","2008","2025","Rosebery District School","TAS","Government","845","63"
"40067","2008","2025","St Helens District High School","TAS","Government","958","505"
"40068","2008","2025","St Marys District School","TAS","Government","928","215"
"40069","2008","2025","Triabunna District School","TAS","Government","883","151"
"40070","2008","2025","Burnie High School","TAS","Government","951","502"
"40071","2008","2025","Campbell Town District High School","TAS","Government","911","193"
"40072","2008","2025","Cressy District High School","TAS","Government","936","415"
"40073","2008","2025","Dunalley Primary School","TAS","Government","970","136"
"40074","2008","2025","Exeter High School","TAS","Government","941","325"
"40075","2008","2025","King Island District High School","TAS","Government","950","170"
"40076","2008","2025","Kingston High School","TAS","Government","1000","577"
"40077","2008","2025","Kings Meadows High School","TAS","Government","963","567"
"40078","2008","2021","Ogilvie High School","TAS","Government","959","645"
"40080","2008","2025","Prospect High School","TAS","Government","958","572"
"40081","2008","2025","Riverside High School","TAS","Government","1009","624"
"40082","2008","2025","Smithton High School","TAS","Government","849","283"
"40083","2008","2025","Sorell School","TAS","Government","924","792"
"40084","2008","2025","Taroona High School","TAS","Government","1119","1134"
"40085","2008","2025","Tasman District School","TAS","Government","930","152"
"40086","2008","2025","Winnaleah District High School","TAS","Government","859","111"
"40087","2008","2025","Woodbridge School","TAS","Government","1011","336"
"40088","2008","2025","Yolla District School","TAS","Government","880","110"
"40090","2016","2025","North West Support School","TAS","Government","938","132"
"40092","2008","2025","Invermay Primary School","TAS","Government","925","295"
"40093","2008","2025","Mowbray Heights Primary School","TAS","Government","925","494"
"40096","2008","2025","Rose Bay High School","TAS","Government","982","533"
"40097","2008","2025","Queechy High School","TAS","Government","949","575"
"40098","2008","2025","Devonport High School","TAS","Government","939","342"
"40099","2008","2025","Sacred Heart Catholic School","TAS","Catholic","1038","390"
"40100","2008","2025","Albuera Street Primary School","TAS","Government","1133","252"
"40101","2008","2025","Campbell Street Primary School","TAS","Government","1075","219"
"40102","2008","2025","Goulburn Street Primary School","TAS","Government","1112","218"
"40103","2008","2025","Lansdowne Crescent Primary School","TAS","Government","1130","404"
"40104","2008","2025","Mount Stuart Primary School","TAS","Government","1138","340"
"40105","2008","2025","South Hobart Primary School","TAS","Government","1137","436"
"40106","2008","2025","Princes Street Primary School","TAS","Government","1150","343"
"40107","2008","2025","Waimea Heights Primary School","TAS","Government","1135","359"
"40108","2008","2025","Taroona Primary School","TAS","Government","1149","274"
"40109","2008","2025","Mount Nelson Primary School","TAS","Government","1107","233"
"40110","2008","2025","Lenah Valley Primary School","TAS","Government","1080","525"
"40111","2008","2021","New Town High School","TAS","Government","968","666"
"40112","2008","2025","New Town Primary School","TAS","Government","1057","305"
"40113","2008","2025","Bowen Road Primary School","TAS","Government","973","212"
"40114","2008","2025","Goodwood Primary School","TAS","Government","861","101"
"40115","2008","2025","Moonah Primary School","TAS","Government","942","214"
"40116","2008","2025","Springfield Gardens Primary School","TAS","Government","918","192"
"40117","2008","2010","Glenorchy Primary School","TAS","Government","950",""
"40118","2008","2010","Mt Faulkner Primary School","TAS","Government","884","174"
"40119","2008","2025","Rosetta Primary School","TAS","Government","965","309"
"40120","2008","2010","Abbotsfield Primary School","TAS","Government","902","183"
"40121","2008","2010","Claremont Primary School","TAS","Government","922","316"
"40122","2008","2010","Roseneath Primary School","TAS","Government","931","189"
"40123","2008","2025","Collinsvale Primary School","TAS","Government","956","62"
"40125","2008","2025","Lindisfarne North Primary School","TAS","Government","995","321"
"40126","2008","2025","Lindisfarne Primary School","TAS","Government","1060","331"
"40127","2008","2025","Risdon Vale Primary School","TAS","Government","875","172"
"40128","2008","2025","Bellerive Primary School","TAS","Government","1060","458"
"40129","2008","2025","Clarence High School","TAS","Government","1021","626"
"40130","2008","2025","Howrah Primary School","TAS","Government","1057","630"
"40131","2008","2025","Montagu Bay Primary School","TAS","Government","1081","318"
"40132","2008","2025","Warrane Primary School","TAS","Government","904","158"
"40133","2008","2025","Clarendon Vale Primary School","TAS","Government","754","124"
"40134","2008","2025","Rokeby Primary School","TAS","Government","860","199"
"40135","2008","2025","Lauderdale Primary School","TAS","Government","1037","689"
"40136","2008","2025","South Arm Primary School","TAS","Government","1060","69"
"40137","2008","2025","Richmond Primary School","TAS","Government","1021","198"
"40138","2008","2025","Campania District School","TAS","Government","900","202"
"40139","2008","2025","Glen Huon Primary School","TAS","Government","1000","115"
"40140","2008","2025","Huonville Primary School","TAS","Government","909","270"
"40141","2008","2025","Cygnet Primary School","TAS","Government","968","190"
"40142","2008","2025","Franklin Primary School","TAS","Government","956","154"
"40143","2008","2025","Kingston Primary School","TAS","Government","1002","338"
"40144","2008","2025","Blackmans Bay Primary School","TAS","Government","1035","257"
"40145","2008","2025","Margate Primary School","TAS","Government","1014","364"
"40146","2008","2025","Snug Primary School","TAS","Government","1005","323"
"40147","2008","2025","Bruny Island District School","TAS","Government","992","56"
"40148","2008","2025","Cambridge Primary School","TAS","Government","1041","350"
"40150","2008","2025","Evandale Primary School","TAS","Government","979","101"
"40151","2008","2019","Avoca Primary School","TAS","Government","772","11"
"40153","2008","2025","Bicheno Primary School","TAS","Government","1029","102"
"40154","2008","2025","East Launceston Primary School","TAS","Government","1046","501"
"40155","2008","2025","Glen Dhu Primary School","TAS","Government","1007","341"
"40156","2008","2025","Norwood Primary School","TAS","Government","1002","415"
"40157","2008","2025","Punchbowl Primary School","TAS","Government","1029","317"
"40158","2008","2025","Riverside Primary School","TAS","Government","1018","673"
"40159","2008","2025","St Leonards Primary School","TAS","Government","927","198"
"40160","2008","2025","Summerdale Primary School","TAS","Government","969","555"
"40161","2008","2025","Trevallyn Primary School","TAS","Government","1045","392"
"40162","2008","2025","Waverley Primary School","TAS","Government","870","122"
"40163","2008","2025","West Launceston Primary School","TAS","Government","1036","375"
"40164","2008","2025","Youngtown Primary School","TAS","Government","958","328"
"40165","2008","2025","Port Dalrymple School","TAS","Government","858","381"
"40166","2008","2025","South George Town Primary School","TAS","Government","918","203"
"40167","2008","2025","Bridport Primary School","TAS","Government","973","180"
"40168","2008","2025","Ringarooma Primary School","TAS","Government","881","75"
"40169","2008","2025","Scottsdale Primary School","TAS","Government","939","233"
"40170","2008","2025","Hagley Farm Primary School","TAS","Government","999","353"
"40171","2008","2025","Orford Primary School","TAS","Government","918","66"
"40172","2008","2025","Swansea Primary School","TAS","Government","988","53"
"40173","2008","2025","Bracknell Primary School","TAS","Government","950","59"
"40174","2008","2025","Perth Primary School","TAS","Government","972","297"
"40175","2008","2025","Longford Primary School","TAS","Government","921","230"
"40176","2008","2025","Westbury Primary School","TAS","Government","965","142"
"40177","2008","2025","Deloraine Primary School","TAS","Government","945","285"
"40178","2008","2014","Meander Primary School","TAS","Government","987","38"
"40179","2008","2025","Mole Creek Primary School","TAS","Government","950","67"
"40180","2008","2025","Latrobe Primary School","TAS","Government","931","304"
"40182","2008","2025","Sheffield School","TAS","Government","921","365"
"40183","2008","2025","Latrobe High School","TAS","Government","956","555"
"40184","2008","2012","Moriarty Primary School","TAS","Government","973","82"
"40185","2008","2025","Sassafras Primary School","TAS","Government","876","33"
"40186","2008","2012","Wesley Vale Primary School","TAS","Government","967","310"
"40187","2008","2025","Devonport Primary School","TAS","Government","914","240"
"40188","2008","2025","East Devonport Primary School","TAS","Government","834","198"
"40189","2008","2025","Forth Primary School","TAS","Government","1025","213"
"40190","2008","2025","Hillcrest Primary School","TAS","Government","912","211"
"40191","2008","2025","Miandetta Primary School","TAS","Government","950","322"
"40192","2008","2025","Nixon Street Primary School","TAS","Government","921","320"
"40193","2008","2025","Spreyton Primary School","TAS","Government","946","304"
"40194","2008","2025","Wilmot Primary School","TAS","Government","927","14"
"40195","2008","2025","East Ulverstone Primary School","TAS","Government","945","241"
"40196","2008","2025","Sprent Primary School","TAS","Government","914","31"
"40197","2008","2025","Ulverstone Primary School","TAS","Government","943","328"
"40198","2008","2025","West Ulverstone Primary School","TAS","Government","835","117"
"40200","2008","2025","Riana Primary School","TAS","Government","960","86"
"40201","2008","2010","Acton School","TAS","Government","857","176"
"40202","2008","2010","Brooklyn Primary School","TAS","Government","935","178"
"40203","2008","2025","Burnie Primary School","TAS","Government","984","330"
"40204","2008","2025","Cooee Primary School","TAS","Government","984","174"
"40205","2008","2025","Montello Primary School","TAS","Government","885","270"
"40206","2008","2010","Upper Burnie Primary School","TAS","Government","900","171"
"40207","2008","2025","Boat Harbour Primary School","TAS","Government","981","234"
"40208","2008","2025","Havenview Primary School","TAS","Government","866","110"
"40209","2008","2025","Natone Primary School","TAS","Government","922","27"
"40210","2008","2025","Ridgley Primary School","TAS","Government","911","110"
"40211","2008","2025","Table Cape Primary School","TAS","Government","921","299"
"40212","2008","2025","Edith Creek Primary School","TAS","Government","923","23"
"40213","2008","2025","Forest Primary School","TAS","Government","903","99"
"40214","2008","2025","Redpa Primary School","TAS","Government","984","32"
"40215","2008","2025","Smithton Primary School","TAS","Government","847","210"
"40216","2008","2025","Stanley Primary School","TAS","Government","976","54"
"40217","2008","2010","East Derwent Primary School","TAS","Government","878","392"
"40218","2008","2010","Gagebrook Primary School","TAS","Government","855","226"
"40219","2008","2010","Herdsmans Cove Primary School","TAS","Government","735","192"
"40220","2008","2025","Brighton Primary School","TAS","Government","910","507"
"40221","2008","2025","Bagdad Primary School","TAS","Government","884","169"
"40222","2008","2025","Kempton Primary School","TAS","Government","932","47"
"40223","2008","2025","Fairview Primary School","TAS","Government","889","235"
"40224","2008","2025","New Norfolk Primary School","TAS","Government","894","208"
"40225","2008","2025","Molesworth Primary School","TAS","Government","984","129"
"40226","2008","2025","Westerway Primary School","TAS","Government","891","54"
"40227","2008","2012","Maydena Primary School","TAS","Government","907","31"
"40228","2008","2025","Strahan Primary School","TAS","Government","935","47"
"40229","2008","2025","Zeehan Primary School","TAS","Government","919","43"
"40230","2008","2025","Tarremah Steiner School","TAS","Independent","1128","247"
"40231","2008","2025","Australian Christian College - Burnie","TAS","Independent","979","28"
"40232","2008","2025","MacKillop Catholic College","TAS","Catholic","1046","895"
"40233","2008","2025","Devonport Christian School","TAS","Independent","1009","377"
"40234","2008","2025","St Finn Barr's Catholic Primary School","TAS","Catholic","984","282"
"40235","2008","2025","Giant Steps Tasmania","TAS","Independent","942","50"
"40236","2008","2025","Dominic College","TAS","Catholic","1018","1007"
"40237","2008","2025","Mount Carmel College","TAS","Catholic","1077","572"
"40238","2008","2025","Sacred Heart College","TAS","Catholic","1017","934"
"40239","2008","2025","Dodges Ferry Primary School","TAS","Government","981","533"
"40240","2008","2025","Exeter Primary School","TAS","Government","972","321"
"40241","2008","2025","Illawarra Primary School","TAS","Government","1082","391"
"40242","2008","2025","OneSchool Global Tas","TAS","Independent","970","92"
"40243","2008","2025","Beaconsfield Primary School","TAS","Government","924","244"
"40244","2008","2025","Newstead Christian School","TAS","Independent","1080","93"
"40245","2008","2025","St Virgil's College","TAS","Catholic","1024","792"
"40246","2008","2010","Distance Education Tasmania","TAS","Government","931","345"
"40247","2008","2025","Peregrine","TAS","Independent","1048","90"
"40248","2008","2014","Trinity College","TAS","Independent","1045","9"
"40249","2008","2025","Mountain Heights School","TAS","Government","893","199"
"40250","2008","2025","St Brendan-Shaw College","TAS","Catholic","1014","566"
"40251","2008","2025","St Patrick's College","TAS","Catholic","1020","1522"
"40252","2008","2025","Marist Regional College","TAS","Catholic","1006","889"
"40254","2008","2025","Cape Barren Island School","TAS","Government","703","10"
"40255","2016","2025","Southern Support School","TAS","Government","948","99"
"40257","2008","2025","Calvin Christian School","TAS","Independent","1088","788"
"40258","2008","2015","Herrick Presbyterian Covenant School","TAS","Independent","","5"
"40259","2008","2025","Sunrise Christian School Fullarton","SA","Independent","1133","175"
"40260","2016","2025","Northern Support School","TAS","Government","931","107"
"40261","2008","2025","Ngaanyatjarra Lands School","WA","Government","","298"
"40269","2020","2025","Australian Christian College - Launceston","TAS","Independent","1011","129"
"40270","2008","2025","Emmanuel Christian School","TAS","Independent","981","265"
"40271","2008","2025","Northern Christian School","TAS","Independent","952","149"
"40272","2008","2025","Channel Christian School","TAS","Independent","1092","150"
"40273","2020","2025","Australian Christian College - Hobart","TAS","Independent","1014","119"
"40275","2009","2025","Saint Mary MacKillop College Albury","NSW","Independent","1074","216"
"40276","2008","2025","St Dominic Savio School","NSW","Independent","1053","41"
"40277","2008","2025","Saint Mary MacKillop Colleges Limited","NSW","Independent","1078","198"
"40278","2008","2010","St Gregory's Armenian School","NSW","Independent","1074","6"
"40281","2008","2025","St Philomena School","QLD","Independent","1082","244"
"40283","2008","2009","Darkan District High School","WA","Government","1044",""
"40284","2010","2025","Darkan Primary School","WA","Government","963","56"
"40285","2008","2010","Westonia Primary School","WA","Government","1088",""
"40286","2008","2010","Rottnest Primary School","WA","Government","1090",""
"40287","2008","2009","Blackmore Primary School","WA","Government","933",""
"40288","2008","2010","Kim Beazley School","WA","Government","1029",""
"40290","2008","2025","Sir David Brand School","WA","Government","1032","63"
"40291","2008","2010","Jandakot Education Support Centre","WA","Government","1007",""
"40292","2008","2010","Holy Name School","WA","Catholic","975",""
"40293","2008","2010","Christian Brothers Agricultural School","WA","Catholic","877",""
"40294","2008","2025","Divine Mercy College","WA","Independent","1062","322"
"40297","2008","2008","Phoenix West Vocational College","WA","Independent","","26"
"40298","2008","2009","Glenelg Primary School","SA","Government","1056",""
"40299","2008","2025","Port Neill Primary School","SA","Government","1060","26"
"40300","2008","2009","Sedan Primary School","SA","Government","1073",""
"40301","2008","2009","Smith Creek Primary School","SA","Government","858","70"
"40302","2008","2009","Terowie Rural School","SA","Government","812","8"
"40303","2008","2009","Morphett Vale High School","SA","Government","929",""
"40304","2008","2010","Smithfield Plains High School","SA","Government","881",""
"40305","2008","2009","Smithfield Plains Primary School","SA","Government","849","215"
"40306","2008","2009","Wharminda Primary School","SA","Government","996",""
"40307","2008","2009","Dover Gardens Primary School","SA","Government","974",""
"40308","2008","2009","Melaleuca Park  K-7 Schools Primary School","SA","Government","902",""
"40309","2008","2025","Thebarton Senior College","SA","Government","951","1284"
"40311","2008","2011","Salisbury North West Primary School","SA","Government","902",""
"40312","2008","2009","Christie Downs Special School","SA","Government","939","82"
"40313","2008","2009","McDonald Park Junior Primary School","SA","Government","980","297"
"40317","2008","2010","Southern Yorke Peninsula Christian College","SA","Independent","1000",""
"40318","2018","2025","Sunrise Christian School Marion","SA","Independent","1090","320"
"40319","2008","2025","O'Connor Cooperative School","ACT","Government","1141","60"
"40320","2008","2025","Erindale College","ACT","Government","1041","871"
"40321","2008","2025","Hawker College","ACT","Government","1073","605"
"40322","2008","2025","Narrabundah College","ACT","Government","1131","977"
"40323","2008","2010","Higgins Primary School","ACT","Government","1065",""
"40324","2008","2010","Holt Primary School","ACT","Government","1053",""
"40325","2008","2025","Southern Cross Early Childhood School","ACT","Government","1088","115"
"40326","2008","2025","Lyons Early Childhood School","ACT","Government","1116","91"
"40327","2008","2025","Narrabundah Early Childhood School","ACT","Government","990","53"
"40328","2008","2025","Caroline Chisholm School","ACT","Government","989","571"
"40329","2008","2025","Isabella Plains Early Childhood School","ACT","Government","1052","69"
"40330","2008","2025","The Canberra College","ACT","Government","1087","1174"
"40332","2008","2025","Daramalan College","ACT","Independent","1127","1498"
"40333","2008","2025","Marist College Canberra","ACT","Independent","1142","1852"
"40334","2008","2025","St Edmund's College Canberra","ACT","Independent","1080","935"
"40335","2008","2010","Alice Springs High School","NT","Government","801",""
"40336","2008","2010","Anzac Hill High School","NT","Government","779",""
"40337","2008","2025","Darwin High School","NT","Government","1050","1286"
"40338","2008","2025","Northern Territory School of Distance Education","NT","Government","837","252"
"40339","2008","2025","Centralian Senior College","NT","Government","879","351"
"40340","2008","2011","Ipolera School","NT","Government","718",""
"40342","2008","2025","Woolaning School","NT","Government","","5"
"40343","2008","2025","Araluen Christian College","NT","Independent","997","104"
"40344","2008","2025","Holy Family Catholic Primary School","NT","Catholic","968","248"
"40345","2008","2025","Holy Spirit Catholic Primary School","NT","Catholic","1035","243"
"40346","2008","2025","O'Loughlin Catholic College","NT","Catholic","1025","599"
"40347","2008","2025","Our Lady of the Sacred Heart Catholic College","NT","Catholic","1028","823"
"40348","2008","2025","Sacred Heart Catholic Primary School","NT","Catholic","983","165"
"40349","2008","2025","St Francis of Assisi Catholic Primary School","NT","Catholic","979","107"
"40350","2008","2025","St John's Catholic College","NT","Catholic","957","287"
"40351","2008","2025","St Joseph's Catholic College","NT","Catholic","974","299"
"40352","2008","2025","St Mary's Catholic Primary School","NT","Catholic","1076","180"
"40353","2008","2025","St Paul's Catholic Primary School","NT","Catholic","1077","221"
"40356","2008","2025","Muirden Senior College","SA","Independent","1079","91"
"40357","2008","2025","Sacred Heart College","SA","Catholic","1083","2033"
"40358","2008","2010","Little St Margaret's School Ltd","VIC","Independent","1193",""
"40359","2008","2010","St Ambrose's School","VIC","Catholic","1106",""
"40360","2008","2010","St Brigid's School","VIC","Catholic","1070",""
"40361","2008","2010","St John the Evangelist School","VIC","Catholic","977",""
"40362","2008","2010","St Margaret's School","VIC","Catholic","991",""
"40363","2008","2009","Woodleigh School (Junior Campus-Minimbah)","VIC","Independent","1090","175"
"40364","2008","2010","Ironbark Christian School","VIC","Independent","1070",""
"40365","2008","2009","Christian Brothers' College Burwood","NSW","Catholic","1066",""
"40366","2008","2025","Kinma School","NSW","Independent","1096","67"
"40367","2008","2025","Knox Grammar School","NSW","Independent","1187","3345"
"40368","2008","2014","Masada College","NSW","Independent","1181",""
"40369","2008","2025","Moriah College","NSW","Independent","1141","1339"
"40371","2008","2011","Sacred Heart Infants School","NSW","Catholic","","194"
"40372","2008","2025","St Francis Xavier's College","NSW","Catholic","1096","959"
"40373","2008","2010","St Joseph's School","NSW","Catholic","972",""
"40374","2008","2025","Holy Spirit Infants School","NSW","Catholic","991","122"
"40375","2008","2025","St Joseph's Catholic Primary School Como - Oyster Bay","NSW","Catholic","1127","414"
"40377","2008","2010","Mullumbimby Adventist School","NSW","Independent","997",""
"40378","2008","2025","St Therese's Community Parish School","NSW","Catholic","740","25"
"40379","2008","2009","Woodleigh School","VIC","Independent","1089","582"
"40380","2008","2010","Marist College Rosalie","QLD","Catholic","1112",""
"40381","2008","2025","Highfields Preparatory and Kindergarten School","NSW","Independent","1164","98"
"40382","2008","2010","Mirriwinni Gardens Aboriginal Academy","NSW","Independent","979",""
"40383","2008","2025","Odyssey College","NSW","Independent","929","86"
"40384","2008","2025","Coffs Harbour Christian Community School","NSW","Independent","1037","1008"
"40385","2008","2010","Illawarra Adventist Primary School","NSW","Independent","953",""
"40386","2008","2014","Taylors Institute of Advanced Studies Ltd","VIC","Independent","","63"
"40387","2008","2025","Learning Co-Operative School","VIC","Independent","1065","31"
"40388","2008","2025","Mt Maria College","QLD","Catholic","1084","1167"
"40389","2008","2009","St Joseph's High School","SA","Catholic","980","17"
"40390","2008","2008","Bellhaven Special School","NSW","Independent","","13"
"40391","2008","2016","Sylvanvale School","NSW","Independent","","10"
"40392","2008","2025","Andale School","VIC","Independent","1132","26"
"40393","2008","2025","The Currajong School","VIC","Independent","1089","41"
"40394","2008","2016","Larmenier","VIC","Catholic","","10"
"40395","2008","2025","Mansfield Autism Statewide Services","VIC","Independent","1018","26"
"40396","2008","2025","Rossbourne School","VIC","Independent","1100","147"
"40397","2008","2009","Vision Australia School","VIC","Independent","","21"
"40398","2008","2011","St Augustine's Special School","VIC","Independent","","30"
"40399","2008","2011","St Helen's Special School","VIC","Independent","","8"
"40400","2008","2025","St Paul's College","VIC","Independent","1090","50"
"40401","2008","2009","St Vincent's School","VIC","Catholic","","18"
"40402","2008","2025","Autism Queensland Education & Therapy Centre","QLD","Independent","1054","246"
"40406","2008","2025","Catholic Regional College Sydenham","VIC","Catholic","1028","974"
"40407","2008","2008","Mount Isa Christian College","QLD","Independent","","51"
"40408","2008","2025","Tangara School for Girls","NSW","Independent","1141","771"
"40409","2008","2025","Heritage Christian School","NSW","Independent","1032","345"
"40411","2008","2010","Nunawading Primary School","VIC","Government","1084",""
"40412","2008","2025","Catherine McAuley College","VIC","Catholic","1055","1567"
"40413","2008","2010","Upper Barron State School","QLD","Government","1048",""
"40414","2008","2010","Spring Valley Primary School","VIC","Government","957",""
"40416","2008","2010","Springvale South Primary School","VIC","Government","955",""
"40417","2008","2010","Springview Primary School","VIC","Government","1103",""
"40418","2008","2010","Lalor West Primary School","VIC","Government","942",""
"40419","2008","2012","Athelstone Junior Primary School","SA","Government","1060","138"
"40420","2008","2010","Manningham Park Primary School","VIC","Government","1103",""
"40421","2008","2025","Northern Adelaide Senior College","SA","Government","978","431"
"40422","2008","2025","Marden Senior College","SA","Government","1041","496"
"40423","2008","2021","Edward John Eyre High School","SA","Government","967","409"
"40425","2008","2010","Lakeside Secondary College","VIC","Government","1013",""
"40426","2008","2010","Merrilands College","VIC","Government","1005",""
"40427","2008","2025","Williamstown High School","VIC","Government","1112","1527"
"40428","2008","2010","Swifts Creek Secondary College","VIC","Government","985",""
"40429","2008","2025","Wodonga Senior Secondary College","VIC","Government","943","1348"
"40430","2008","2025","Swinburne Senior Secondary College","VIC","Government","1093","374"
"40431","2008","2010","Deer Park Secondary College","VIC","Government","960",""
"40432","2008","2010","Robinvale Secondary College","VIC","Government","948",""
"40434","2008","2025","Echuca College","VIC","Government","928","584"
"40435","2008","2010","Fawkner Secondary College","VIC","Government","989",""
"40436","2008","2025","Chifley College Senior Campus","NSW","Government","894","499"
"40437","2008","2025","Moree Secondary College","NSW","Government","771","369"
"40438","2008","2025","St Marys Senior High School","NSW","Government","1052","926"
"40439","2008","2010","Macquarie Boys High School","NSW","Government","1015",""
"40440","2008","2025","Brisbane Water Secondary College Woy Woy Campus","NSW","Government","974","644"
"40441","2008","2025","Sydney Secondary College Blackwattle Bay Campus","NSW","Government","1094","798"
"40443","2008","2025","Launceston College","TAS","Government","986","1368"
"40444","2008","2025","Elizabeth College","TAS","Government","996","738"
"40445","2008","2025","Rosny College","TAS","Government","987","968"
"40446","2008","2025","Sevenoaks Senior College","WA","Government","964","439"
"40447","2008","2025","North Lake Senior Campus","WA","Government","991","335"
"40448","2008","2025","Cyril Jackson Senior Campus","WA","Government","962","671"
"40449","2008","2018","Tuart College","WA","Government","1039","123"
"40450","2008","2025","Canning College","WA","Government","1073","247"
"40451","2008","2019","All Saints Catholic Senior College","NSW","Catholic","1024","459"
"40452","2008","2025","Tallowood Steiner School","NSW","Independent","989","94"
"40453","2008","2010","Rosetta High School","TAS","Government","943",""
"40454","2008","2010","Claremont High School","TAS","Government","938",""
"40455","2008","2010","Doveton Heights Primary School","VIC","Government","936",""
"40456","2008","2010","Doveton North Primary School","VIC","Government","943",""
"40457","2008","2014","Pennington Junior Primary School","SA","Government","","154"
"40458","2008","2012","Largs Bay Junior Primary School","SA","Government","1010","166"
"40459","2008","2010","Grange Junior Primary School","SA","Government","1063","240"
"40460","2008","2010","Glenelg Junior Primary School","SA","Government","1078",""
"40461","2008","2012","Belair Junior Primary School","SA","Government","1139","210"
"40462","2008","2012","Mitcham Junior Primary School","SA","Government","1163","275"
"40463","2008","2010","Highgate Junior Primary School","SA","Government","1163","261"
"40464","2008","2012","Linden Park Junior Primary School","SA","Government","1172","334"
"40465","2008","2010","East Adelaide Junior Primary School","SA","Government","1146",""
"40466","2008","2010","Magill Junior Primary School","SA","Government","1121","279"
"40467","2008","2012","Stradbroke Junior Primary School","SA","Government","1082","301"
